_id,Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body,EPS Facility
155,2023,1192,Glencore Canada Corporation,Sudbury Operations Mines Mill - Onaping Area,Onaping,212232,23872.864,,941.416,88.775,,93.6,,,24997,"24,997","23,981",,No
156,2023,1193,Evolution Mining,Red Lake Operation,Balmertown,212220,26527.673,9899.162,56.224588,212.44838,,,,,36696,"26,797","26,797",Dillon Consulting Limited,Yes
157,2023,1194,Apotex Inc.,Apotex Inc. Etobicoke Site,Toronto,325410,11385.91,,5.614,59.57995,,,,,11452,"11,452","11,452",,No
158,2023,1195,Agriville Farms Ltd,Agriville Farms Ltd,Kingsville,111419,21572.0539,,20.70544,106.81885,,,,,21700,"21,700","21,700",,No
159,2023,1196,Mucci Farms Ltd,Mucci Farms Ltd.,Kingsville,111419,33060.3,,32.47048,165.18245,,,,,33258,"33,258","33,258",,No
160,2023,1197,Southshore Greenhouses Inc.,Southshore Greenhouses Inc.,Kingsville,111419,25569.1,,15.06876,124.9528,,,,,25710,"25,710","25,710",,No
161,2023,1198,GOLDCORP CANADA LTD,Porcupine Gold Mines,South Porcupine,212220,53508.414,,115.164,142.5435,,16.64,,,53783,"53,783","53,706",RWDI Air Inc.,Yes
162,2023,1199,Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (2),Kent Bridge,111419,37535.11,,20.44,180.2,,,,,37736,"37,736","37,736",,No
163,2023,1200,Lanxess Canada Co./Cie,Elmira Facility,Elmira,325999,7259.233,,4.0124,33.9465,,,,,7298,"7,298","7,290",SCV Consulting LTD,Yes
164,2023,1201,Soave Hydroponics Company,Great Northern Hydroponics,Kingsville,111419,19024.16,,49.56,103.35,,,,,19178,"19,178","19,166",,No
165,2023,1203,Twin Peaks Hydroponics Inc.,Twin Peaks Hydroponics Inc.,Kingsville,111419,17439.09,,9.8,84.8,,,,,17534,"17,534","17,510",,No
166,2023,1204,1808278 Ontario Inc.,1808278 Ontario Inc.,Kingsville,111419,16319.92,,9.24,79.5,,,,,16409,"16,409","16,387",,No
167,2023,1205,DiCiocco Farms Eastside Inc,DiCiocco Farms Eastside Inc.,Leamington,111419,26989.04,,14.756,131.122,,,,,27135,"27,135","27,135",,No
168,2023,1206,Cervini Farms (1993) Inc.,Cervini Farms (1993) Inc.,Leamington,111419,10814.84,,43.96,63.6,,,,,10923,"10,923","10,913",,No
169,2023,1207,Sazerac Distillers of Canada Inc.,Collingwood Distillery,Collingwood,312140,13028.61,13.91,6.901972,58.1251,,,,,13108,"13,094","13,094",Dillon Consulting Limited,Yes
170,2023,1208,Enwave Windsor Limited Partnership,Enwave Windsor Limited Parnership,WINDSOR,221330,10697.098,,5.777744,48.821215,,,,,10752,"10,752","10,752",,No
171,2023,1209,Stackpole International,PM - Stratford,Stratford,336350,16935.1936,,11.0852,79.7915,,,,,17027,"17,027","16,865",Dillon Consulting Limited,Yes
172,2023,1210,AMCO Farms Inc.,AMCO Farms Inc.,Leamington,111419,19950.04,,20.44,100.7,,,,,20072,"20,072","20,072",,No
173,2023,1212,Magris Talc Canada Inc.,Timmins Micronizing Plant,Timmins,212398,13304.19,,7.007308,58.39593,,,,,13370,"13,370","13,111",,No
174,2023,1213,617885 Ontario Limited,617885 Ontario Limited o/a Jem Farms,Ruthven,111419,9962.95,,5.6,47.7,,,,,10017,"10,017","9,996",,No
175,2023,1214,Green Rise Foods Inc.,Green Rise Foods Inc.,Leamington,111419,16125.47,,8.68,76.85,,,,,16211,"16,211","16,203",,No
176,2023,1215,Orangeline Farms Limited,Orangeline Farms Limited,Leamington,111419,10386.3752,,5.93964,50.4189,,,,,10443,"10,443","10,443",,No
177,2023,1216,The Ottawa Hospital,The Ottawa Hospital - Civic campus,Ottawa,622111,13758,,7.308,65.455,,,,,13831,"13,831","13,831",,No
178,2023,1217,1329606 Ontario Limited,1329606 Ontario Limited,Leamington,111419,13324.019,,10.6372,64.1194,,,,,13399,"13,399","13,401",,No
179,2023,1218,Great Lakes Greenhouses Inc.,Great Lakes Greenhouses Inc.,Leamington,111419,42173.9263,,76.1488,223.872,,,,,42474,"42,474","42,348",,No
180,2023,1219,Goodyear Canada Inc.,Goodyear Canada Inc.,Napanee,326210,19781.1379,,10.906532,90.63795,,,,,19883,"19,883","19,883",Dillon Consulting,Yes
181,2023,1220,Kuntz Electroplating Inc.,KUNTZ ELECTROPLATING INC.,Kitchener,332810,7594.864,,4.143244,34.7892,,,,,7634,"7,634","7,634",,No
182,2023,1221,Sunrite Greenhouses Ltd.,Sunrite Greenhouses Ltd,Kingsville,111419,18038.6,,29.4,92.75,,,,,18161,"18,161","18,161",,No
183,2023,1222,Nature Fresh Farms,Nature Fresh Plant 1,Leamington,111419,4609.93359,12154.7,202.05444,1336.77925,,,,,18304,"6,149","6,149",,No
184,2023,1223,Nature Fresh Farms,Nature Fresh Plant 2,Leamington,111419,33327.1919,,23.66756,163.505,,,,,33515,"33,515","33,515",,No
185,2023,1224,Zochem ULC,Zochem,Brampton,325189,9948.75,,5.432,45.58,,,,,10000,"10,000","10,000",Dillon Consulting Limited,Yes
186,2023,1225,ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc. partners in ArcelorMittal Dofasco G.P.,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,Windsor,331110,28719.6543,,14.778372,124.745835,,,,,28860,"28,860","28,860",,No
187,2023,1226,Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Toronto,622111,46430.67,,25.3092,223.2625,,,,,46680,"46,680","46,680",Dillon Consulting,Yes
188,2023,1227,Ecotex Healthcare Linen Service LP,Ecotex Healthcare Linen Service LP,Mississauga,812320,12372.82,,6.7676,60.1285,,,,,12440,"12,440","12,440",,No
189,2023,1228,Pomas Farms Inc,Pomas Farms Inc.,Staples,111419,46579.038,,54.0232,234.2123,,,,,46868,"46,868","46,868",,No
190,2023,1229,IKO Industries Ltd.,IKO Madoc,MADOC,212398,22625.182,,14.407232,98.276045,,,,,22738,"22,738","21,538",Dillon Consulting Limited,Yes
191,2023,1230,IKO Industries Ltd.,IKO Hawkesbury,HAWKESBURY,324122,13935.324,,11.04782,65.55729,,,,,14012,"14,012","13,575",Dillon Consulting Limited,Yes
192,2023,1231,Platinum Produce Company,Platinum Produce,Blenheim,111419,22153.608,,12.068,107.06,,,,,22273,"22,273","22,273",,No
193,2023,1232,Kapital Produce Ltd,Kapital Produce Ltd,Ruthven,111419,5906.15,,5.23404,29.3991,,,,,5941,"5,941","5,941",,No
194,2023,1233,St. David's Hydroponics Ltd.,St. David's Hydroponics,Niagara on the Lake,111419,21464,,11.34,101.495,,,,,21577,"21,577","21,577",,No
195,2023,1234,Kimberly-Clark Inc.,"Kimberly Clark, Huntsville Mill",Huntsville,322121,16806.5,,9.16258,76.9878,,,,,16893,"16,893","16,893",RWDI AIR Inc.,Yes
196,2023,1235,Magna International Inc,FORMET INDUSTRIES,St Thomas,336390,26668,,14.4956,113.678905,,,,,26797,"26,797","26,727",GHD Limited,Yes
197,2023,1236,MSSC Canada,MSSC Canada,Chatham,336330,13911,,77.84,657.2,,,,,14647,"14,647","14,912",,No
198,2023,1237,Valbruna ASW Inc.,Valbruna ASW Inc.,Welland,331110,18817.3667,,9.4416,76.5055,,,,,18904,"18,904","18,904",Dillon Consulting Limited,Yes
199,2023,1238,H & A Mastronardi Farms Ltd,H&A Graham #3,Kingsville,111419,13240.01615,4355.31,81.8762,536.0314,,,,,18214,"13,858","13,858",,No
200,2023,1239,J C Fresh Farms Ltd,J.C. Fresh Farms Ltd.,Kingsville,111419,8839.77638,,6.24736,42.718,,,,,8889,"8,889","8,889",,No
201,2023,1240,BIOX Canada Limited,BIOX Canada Limited,Hamilton,325190,6176.4,,3.373412,28.34334,,,,,6209,"6,209","6,209",Enviro-Acces Inc.,Yes
202,2023,1242,Hendrickson Canada ULC,Hendrickson Springs,Stratford,332611,12588.955,,8.008,58.83,,,,,12656,"12,656","12,553",,No
203,2023,1243,Axens Canada Specialty Aluminas Inc.,Brockville Activated Alumina Plant,Brockville,325999,10196.0048,,5.558,46.693,,,,,10249,"10,249","10,249",,No
204,2023,1244,Canadian General-Tower Ltd.,Canadian General-Tower Ltd.,Cambridge,326114,13225,,7.14,60.155,,,,,13293,"13,293","13,293",,No
205,2023,1245,Panolam Industries Ltd.,Panolam Industries Ltd.,Huntsville,321216,13163.7,21818.7,43.7948,296.164,,,,,35323,"13,504","13,304",GHD Limited,Yes
206,2023,1246,Markham District Energy Inc.,Warden Energy Centre,Markham,221330,24710.71,,13.083924,110.374885,,347.36,,,25182,"25,182","24,835",GHD,Yes
207,2023,1247,Matalco Canada Inc.,Matalco Inc.,BRAMPTON,331317,21061.68,,11.5584,97.096,,,,,21171,"21,171","21,171",SCV Consulting Ltd.,Yes
208,2023,1248,PepsiCo Canada ULC,Cambridge Manufacturing,Cambridge,311919,21669.2081,,12.1884,100.223,,,,,21782,"21,782","21,756",,No
209,2023,1249,Molson Coors Canada,Toronto Brewery,Toronto,312120,15768.19,,8.064,67.84,,,,,15845,"15,845","15,845",,No
210,2023,1250,Columbia Forest Products Ltd.,Levesque Plywood Ltd.,Hearst,321211,16921,,9.24,77.645,,,,,17008,"17,008","17,008",,No
211,2023,1251,"Genpak, Division of Great Pacific Enterprises LP",GENPAK MISSISSAUGA,Mississauga,326140,3767.7,,2.324,17.49,,,,,3788,"3,788","3,765",RWDI AIR Inc.,Yes
212,2023,1252,Hartmann Canada Inc.,Hartmann North America,Brantford,322299,15314.3502,,9.5256,71.656,,,,,15396,"15,396","15,396",Dillon Consulting Limited,Yes
213,2023,1255,Patriot Forge Co.,Brantford Facility,Brantford,332113,29657.59,,15.6996,140.927,,,,,29815,"29,815","29,815",Dillon Consulting Limited,Yes
214,2023,1256,MGE Niagara Entertainment Inc.,Fallsview Casino Resort,Niagara Falls,721120,11416.07,,6.124552,54.83115,,,,,11478,"11,478","11,478",,No
215,2023,1257,Compass Minerals Canada Corporation,GODERICH PLANT,Goderich,212393,19730,,10.752,90.365,,,,,19832,"19,832","19,832",Dillon Consulting Limited,Yes
216,2023,1258,William Osler Health System,Brampton Civic Hospital,Brampton,622111,11758.29,,6.216,55.65,,,,,11821,"11,821","11,821",,No
217,2023,1259,"Dofasco Inc., Stelco Inc.",Baycoat,Hamilton,332810,32075,,23.52,148.4,,,,,32247,"32,247","32,111",,No
218,2023,1260,Metex Heat Treating Ltd.,Metex Heat Treating Ltd.,Brampton,332810,10703.58,,6.8236,47.435,,,,,10758,"10,758","10,758",,No
219,2023,1261,Owens Corning Insulating Systems Canada LP,Toronto Plant,Toronto,327990,18414.3141,,8.7164,73.2195,,,,,18497,"18,497","18,497",Dillon Consulting Limited,Yes
220,2023,1263,Owens Corning Composite Materials Canada LP,Guelph Glass Plant,Guelph,327214,11760.1586,,6.5968,54.0335,,,,,11821,"11,821","11,821",Aster Global Environmental Solutions Inc.,Yes
221,2023,1265,HCE Energy Inc.,HCE Energy Centre,Hamilton,221330,5058.402,,36.6968,34.7309,,,,,5130,"5,130","5,130",,No
222,2023,1266,Welded Tube of Canada Corp,Welded Tube (Q&T Plant),Welland,331210,12932.35995,,9.844352,74.75756,,,,,13017,"13,017","13,017",Dillon Consulting,Yes
223,2023,1269,Ferrero Canada Limited,Ferrero Canada Limited,Brantford,311351,28148.6746,,15.4448,129.7705,,,,,28294,"28,294","28,294",Dillon Consulting Limited,Yes
224,2023,1271,Air Liquide Canada Inc.,Air Liquide Canada - Hamilton (ASU and H2),Hamilton,325120,10296.1,,122.528,17.755,,,,,10437,"10,437","10,316",GHD,Yes
225,2023,1284,Hydro One Networks Inc.,Hydro One Networks,Toronto,221121,,,,,21388.995,,11.271,,21401,"21,401", -   ,,No
226,2023,1294,Rosa Flora Growers Limited,Rosa Flora Growers Limited,Dunnville,111422,19402.69,8679.15,192.92,1044.312,,,,,29320,"20,640","20,640",,No
227,2023,1333,2333281 Ontario Ltd.,Truly Green Farms,Chatham,111419,28061.05,,15.3412,136.2895,,,,,28213,"28,213","28,213",,No
228,2023,1334,Allegro Acres Inc,Allegro Acres Inc.,Ruthven,111419,7788.06,,4.2,37.1,,,,,7830,"7,830","7,824",,No
229,2023,1339,Lakeridge Health,Lakeridge Health Oshawa,Oshawa,622111,12703.11,,6.7144,60.102,,,,,12770,"12,770","12,770",Dillon Consulting Limited,Yes
230,2023,1340,Linamar Gear,Linamar Gear,Guelph,336350,27669.31,,26.74,134.3285,,,,,27831,"27,831","27,831",,Yes
231,2023,1341,Sun-Brite Foods Inc.,Sun-Brite Foods Inc.,Ruthven,311420,11989.66,,9.282,57.399,,,,,12057,"12,057","12,057",Dillon Consulting Limited,Yes
232,2023,1342,Signature Aluminum Canada Inc.,Pickering,Pickering,331317,15000.78,,10.08,71.55,,,,,15083,"15,083","15,083",Dillon Consulting Limited,Yes
233,2023,1344,3M Canada Company,3M BROCKVILLE 501,BROCKVILLE,322220,13210.53,,7,59.095,,,,,13277,"13,277","13,277",Dillon Consulting Limited,Yes
234,2023,1345,Ontario Clean Water Agency,G.E. Booth (Lakeview) Wastewater Treatment Facility,Mississauga,221320,2756,68327,4608.268,47480.05,,,,,123172,"54,845","13,212",,No
235,2023,1346,SUPER-PUFFT SNACKS CORPORATION,SUPER-PUFFT SNACKS CORPORATION,Mississauga,311919,21693.22,,15.12,103.35,,,,,21812,"21,812","21,812",Dillon Consulting Limited,Yes
236,2023,1347,Halton Healthcare Services Corporation,Oakville Trafalgar Memorial Hospital,Oakville,622111,11240.09,,5.9416,53.1855,,,,,11300,"11,300","11,300",,No
237,2023,1348,Thunder Bay Regional Health Sciences Centre,980 Oliver Road,Thunder Bay,622111,12231.84,,6.468,57.9025,,,,,12297,"12,297","12,297",Dillon Consulting Limited,Yes
238,2023,1351,Six Nations Natural Gas Company Limited,Six Nations Natural Gas Company Limited,Ohsweken,221210,20234,,11.256,100.7,,,,,20346,"20,346", -   ,,No
239,2023,1354,Canada Malting Co Ltd.,"Canada Malting, Thunder Bay",Thunder Bay,311214,15558.5499,,8.4924,71.3645,,,,,15639,"15,639","15,639",GHD,Yes
240,2023,1356,Alamos Gold Incorporated,Young-Davidson,Matachewan,212220,21538.295,596,22.792,73.67,,,,,22231,"21,635","21,635",GHD Limited,Yes
241,2023,1357,Greenfield South Power Corporation,Green Electron Power Plant,Courtright,221112,76561.04,,555.240308,524.700265,,,,,77641,"77,641","77,641",Dillon Consulting Limited,Yes
242,2023,1361,Kaiser Aluminum Canada Limited,Kaiser Aluminum Canada Limited,London,331317,18526.34,,11.116,85.595,,,,,18624,"18,624","18,624",Dillon Consulting Limited,Yes
243,2023,1367,North Bay Regional Health Centre,NBRHC,North Bay,622111,11388.89,,7.9128,62.0365,,,,,11459,"11,459","11,459",RWDI AIR Inc.,Yes
244,2023,1368,Cameco Corporation,Port Hope Conversion Facility,Port Hope,325189,20894.368,,12.9864,95.718,,,,,21004,"21,004","21,004",Dillon Consulting Limited,Yes
245,2023,1369,Continuous Colour Coat Limited,MSC Toronto,Etobicoke,332810,11582.80576,,5.488,46.11,,,,,11635,"11,635","11,635",,No
246,2023,1371,Gay Lea Foods Cooperative Ltd.,Guelph,Guelph,311515,10591.68,,5.5972,47.2495,,,,,10645,"10,645","10,645",SCV Consulting Ltd.,Yes
247,2023,1372,Lactalis Canada Inc.,Winchester,Winchester,311515,19996.93,,10.6764,89.9675,,131.6531,,,20230,"20,230","20,066",Tetra Tech QI Inc,Yes
248,2023,1373,GP North Woods LP,Englehart Oriented Strand Board Plant,Englehart,321217,13719.37,33091,97.552,485.745,,,,,47394,"14,303","14,303",,No
249,2023,1374,Atlantic Power LP,Calstock Power Plant,Hearst,221119,459.5699,166157.3687,274.552264,1708.238495,,,,,168600,"2,443","2,443",Dillon Consulting,Yes
250,2023,1376,Suntastic Hothouse Inc.,Main Greenhouses,Exeter,111419,10406.68,3570.01,5.4964,49.2105,,,,,14032,"10,462", -   ,,No
251,2023,1379,City of Toronto,Ashbridges Bay Treatment Plant,Toronto,221320,11420,34545.9,7967.6184,65167.99281,,,,,119102,"84,556","14,659",,No
252,2023,1380,City of Toronto,Highland Creek Treatment Plant,Toronto,221320,15183,16057.91,2843.0668,28080.91289,,,,,62165,"46,107","25,193",,No
253,2023,1381,Sofina Foods Inc./Aliments Sofina Inc.,Burlington,Burlington,311617,15771.043,,7.798,72.37945,,,,,15852,"15,852","14,655",Dillon Consulting,Yes
254,2023,1384,Windsor Salt Ltd.,Windsor Plant,Windsor,212393,19673.91501,,102.498004,121.679255,,,,,19899,"19,899","19,837",Dillon Consulting,Yes
255,2023,1385,Atlantic Packaging Products Ltd.,Whitby,Whitby,322121,95002,66246,241.9368,646.017,,,,,162136,"95,890","95,890",,No
256,2023,1386,The Procter & Gamble Company,Belleville,Belleville,322291,17717.345,,9.8084,83.846,,,,,17811,"17,811","17,663",Stantec Consulting,Yes
257,2023,1387,Lactalis Canada Inc.,Ingleside Plant,Ingleside,311515,18917.42,593.68,59.66212,86.4536,,,,,19658,"19,064","19,064",Tetra Tech QI Inc.,Yes
258,2023,1395,Klassen Greenhouse Farms Inc.,Klassen Greenhouse Farms,Cottam,111419,9189.74684,,5.08396,45.1083,,,,,9240,"9,240","9,240",,No
259,2023,1396,Cargill Limited,Cargill Guelph Dunlop Facility,Guelph,311616,15728.786,,88.72192,568.446995,,,,,16386,"16,386","12,946",SCV Consulting Ltd,Yes
260,2023,1397,Envirofresh Produce Inc.,Envirofresh Produce Inc.,Sombra,111419,8395.64,,4.48,39.75,,,,,8440,"8,440","8,437",,No
261,2023,1400,Bombardier Inc.,Toronto Site,Toronto,336410,13238.76,,7,39.75,,,,,13286,"13,286","10,735",,No
262,2023,1402,Meridian Technologies Inc.,Meridian Lightweight Technologies Inc,Strathroy,331523,5796.08,,2.436,20.67,232908.5,,,,238728,"238,728","238,713",,No
263,2023,1403,Meridian Technologies Inc.,Meridian Lightweight Technologies Inc. Plant E,Strathroy,331523,4835.554,,2.296,19.61,203486.5,,,,208344,"208,344","208,331",,No
264,2023,1404,Corporation of the City of London,Greenway Pollution Control Centre,London,221320,12705,31095,0.0532,10941.32,,,,,54742,"23,647", -   ,,No
265,2023,1406,Certainteed Corp Insulation Group operating as Ottawa Fibre LP,CertainTeed Insulation Ottawa,Ottawa,325220,12193.52,,7.672,54.855,,,,,12257,"12,257","12,257",Dillon Consulting Limited,Yes
266,2023,1407,New Gold Inc.,Rainy River Mine,Emo,212220,122007.407,4645,255.892,2730.56,,,,,129639,"124,994","122,278",GHD Ltd,Yes
267,2023,1408,3M Canada Company,LONDON,London,322220,9719.39,,5.124,43.46,,,,,9768,"9,768","9,768",Dillon Consulting Limited,Yes
268,2023,1409,Cameco Corporation,BLIND RIVER REFINERY,Blind River,325189,15004.752,,9.7132,68.794,,,,,15084,"15,084","15,084",Dillon Consulting Limited,Yes
269,2023,1410,Impala Canada Ltd.,Impala Canada Ltd.,Thunder Bay,212299,54860.445,,89.152,1157.785,,,,,56108,"56,108","56,109",GHD Limited,Yes
270,2023,1411,NATT Tools Group Inc.,NATT Tools Group Inc.,Hamilton,331221,9205.601,,4.886,41.1015,,,,,9252,"9,252","9,251",,No
271,2023,1412,Max Aicher (North America) Limited,Max Aicher (North America) Limited,Hamilton,331221,20322.1349,,11.0684,93.015,,,,,20427,"20,427","20,427",PricewaterhouseCoopers LLP,Yes
272,2023,1414,Lake Shore Gold,Bell Creek Complex,Porcupine,212220,12108.402,,8.29024,35.2503,,,,,12152,"12,152","12,152",GHD,Yes
273,2023,1415,Lake Shore Gold,Lake Shore Gold Timmins West Mine,Timmins,212220,12375.893,,8.5792,34.7415,,,,,12420,"12,420","12,420",,No
274,2023,1416,McEwen Mining,McEwen Ontario Black Fox Mine,Matheson,212220,8605.553,,16.5508,27.3745,,,,,8650,"8,650","8,650",GHD,Yes
275,2023,1417,Covia Canada Ltd.,Nepheline Syenite Operations,Havelock,212326,10927.45786,,30.292696,156.65051,,,,,11115,"11,115","11,115",Aster Global Environmental Solutions Inc,Yes
276,2023,1418,Agnico Eagle Mines Limited (MAIN),Detour Lake Project,Cochrane,212220,289449.4282,1800.5356,4358.33104,800.637875,,,,,296409,"294,609","290,740",GHD Limited,Yes
277,2023,1420,Corporation of the City of Guelph,Eastview Landfill,Guelph,562210,,4525.259,75756.296,55.65,,,,,80338,"75,812", -   ,,No
278,2023,1421,Corporation of the City of London,W12A Landfill,London,562210,1140,20400,109761.652,10.07,,,,,131312,"110,912",1,,No
279,2023,1422,Profile Industries Ltd.,PROFILE INDUSTRIES INC.,Toronto,337214,2269.56,,1.232,11.395,,,,,2283,"2,283", -   ,,No
280,2023,1423,Region of Peel,Britannia Sanitary Landfill Site,Mississauga,562210,,4112.089,172567.164,,,,,,176680,"172,568", -   ,,No
281,2023,1424,Region of Peel,North Sheridan Landfill Site (Closed),Mississauga,562110,,3546.72,27308.96,,,,,,30856,"27,309", -   ,,No
282,2023,1425,GFL Environmental Inc.,Stoney Creek Regional Facility,Stoney Creek,562210,,,1377.31916,,,,,,1378,"1,378", -   ,,No
283,2023,1426,Spec Furniture Inc.,Spec Furniture,Toronto,337127,723.410381,,0.439236,3.35225,,,,,728,728,723,,No
284,2023,1428,Portlands Energy Centre LP,Napanee Generating Station,BATH,221112,1143758.53,,8322.12528,7899.77243,,,,,1159981,"1,159,981","1,159,981",GHD Limited,Yes
285,2023,1429,Waste Management of Canada Corporation,BLENHEIM LANDFILL,Blenheim,562210,,,15450.96,,,,,,15451,"15,451", -   ,,No
286,2023,1430,Waste Management of Canada Corporation,Highway 48 Landfill,Stouffville,562210,,,33564.44,,,,,,33565,"33,565", -   ,,No
287,2023,1431,Waste Management of Canada Corporation,Twin Creeks Landfill (formerly Warwick Landfill),Watford,562210,2337.0384,61500.8092,168435.2208,53.1325,,,,,232327,"170,826", -   ,,No
288,2023,1432,Enbridge Gas Inc.,Enbridge Gas Inc.,North York,486210,184427.1456,,107986.0292,1266.859,,,,,293681,"293,681","190,884",GHD Limited,Yes
